dataset,variable,value,label
fs,CL11A,2,NON
fs,CL11A,9,NON REPONSE
fs,CL11B,1,OUI
fs,CL11B,2,NON
fs,CL11B,9,NON REPONSE
fs,CL11C,1,OUI
fs,CL11C,2,NON
fs,CL11C,9,NON REPONSE
fs,CL11D,1,OUI
fs,CL11D,2,NON
fs,CL11D,9,NON REPONSE
fs,CL11E,1,OUI
fs,CL11E,2,NON
fs,CL11E,9,NON REPONSE
fs,CL11F,1,OUI
fs,CL11F,2,NON
fs,CL11F,9,NON REPONSE
fs,CL11X,1,OUI
fs,CL11X,2,NON
fs,CL11X,9,NON REPONSE
fs,CL13,99,NON REPONSE
fs,FCD2A,1,OUI
fs,FCD2A,2,NON
fs,FCD2A,9,NON REPONSE
fs,FCD2B,1,OUI
fs,FCD2B,2,NON
fs,FCD2B,9,NON REPONSE
fs,FCD2C,1,OUI
fs,FCD2C,2,NON
fs,FCD2C,9,NON REPONSE
fs,FCD2D,1,OUI
fs,FCD2D,2,NON
fs,FCD2D,9,NON REPONSE
fs,FCD2E,1,OUI
fs,FCD2E,2,NON
fs,FCD2E,9,NON REPONSE
fs,FCD2F,1,OUI
fs,FCD2F,2,NON
fs,FCD2F,9,NON REPONSE
fs,FCD2G,1,OUI
fs,FCD2G,2,NON
fs,FCD2G,9,NON REPONSE
fs,FCD2H,1,OUI
fs,FCD2H,2,NON
fs,FCD2H,9,NON REPONSE
fs,FCD2I,1,OUI
fs,FCD2I,2,NON
fs,FCD2I,9,NON REPONSE
fs,FCD2J,1,OUI
fs,FCD2J,2,NON
fs,FCD2J,9,NON REPONSE
fs,FCD2K,1,OUI
fs,FCD2K,2,NON
fs,FCD2K,9,NON REPONSE
fs,FCD4,1,OUI
fs,FCD4,2,NON
fs,FCD4,9,NON REPONSE
fs,FCD5,1,OUI
fs,FCD5,2,NON
fs,FCD5,8,NSP /SANS OPINION
fs,FCD5,9,NON REPONSE
fs,FCF1,1,OUI
fs,FCF1,2,NON
fs,FCF1,9,NON REPONSE
fs,FCF2,1,OUI
fs,FCF2,2,NON
fs,FCF2,9,NON REPONSE
fs,FCF3,1,OUI
fs,FCF3,2,NON
fs,FCF3,9,NON REPONSE
fs,FCF6,1,PAS DE DIFFICULTE
fs,FCF6,2,QUELQUES DIFFICULTES
fs,FCF6,3,BEAUCOUP DE DIFFICULTES
fs,FCF6,4,NE PEUT PAS DU TOUT VOIR
fs,FCF6,9,NON REPONSE
fs,FCF8,1,PAS DE DIFFICULTE
fs,FCF8,2,QUELQUES DIFFICULTES
fs,FCF8,3,BEAUCOUP DE DIFFICULTES
fs,FCF8,4,NE PEUT PAS DU TOUT ENTENDRE
fs,FCF8,9,NON REPONSE
fs,FCF10,1,PAS DE DIFFICULTE
fs,FCF10,2,QUELQUES DIFFICULTES
fs,FCF10,3,BEAUCOUP DE DIFFICULTES
fs,FCF10,4,NE PEUT PAS DU TOUT MARCHER 100 M/Y
fs,FCF10,9,NON REPONSE
fs,FCF11,1,PAS DE DIFFICULTE
fs,FCF11,2,QUELQUES DIFFICULTES
fs,FCF11,3,BEAUCOUP DE DIFFICULTES
fs,FCF11,4,NE PEUT PAS DU TOUT MARCHER 500 M/Y
fs,FCF11,9,NON REPONSE
fs,FCF12,1,PAS DE DIFFICULTE
fs,FCF12,2,QUELQUES DIFFICULTES
fs,FCF12,3,BEAUCOUP DE DIFFICULTES
fs,FCF12,4,NE PEUT PAS DU TOUT MARCHER 100 M/Y
fs,FCF12,9,NON REPONSE
fs,FCF13,1,PAS DE DIFFICULTE
fs,FCF13,2,QUELQUES DIFFICULTES
fs,FCF13,3,BEAUCOUP DE DIFFICULTES
fs,FCF13,4,NE PEUT PAS DU TOUT MARCHER 500 M/Y
fs,FCF13,9,NON REPONSE
fs,FCF14,1,PAS DE DIFFICULTE
fs,FCF14,2,QUELQUES DIFFICULTES
fs,FCF14,3,BEAUCOUP DE DIFFICULTES
fs,FCF14,4,NE PEUT PAS DU TOUT MARCHER 100 M/Y
fs,FCF14,9,NON REPONSE
fs,FCF15,1,PAS DE DIFFICULTE
fs,FCF15,2,QUELQUES DIFFICULTES
fs,FCF15,3,BEAUCOUP DE DIFFICULTES
fs,FCF15,4,NE PEUT PAS DU TOUT MARCHER 500 M/Y
fs,FCF15,9,NON REPONSE
fs,FCF16,1,PAS DE DIFFICULTE
fs,FCF16,2,QUELQUES DIFFICULTES
fs,FCF16,3,BEAUCOUP DE DIFFICULTES
fs,FCF16,4,NE PEUT PAS DU TOUT PRENDRE SOIN DE LUI/D’ELLE
fs,FCF16,9,NON REPONSE
fs,FCF17,1,PAS DE DIFFICULTE
fs,FCF17,2,QUELQUES DIFFICULTES
fs,FCF17,3,BEAUCOUP DE DIFFICULTES
fs,FCF17,4,NE PEUT PAS DU TOUT ETRE COMPRIS
fs,FCF17,9,NON REPONSE
fs,FCF18,1,PAS DE DIFFICULTE
fs,FCF18,2,QUELQUES DIFFICULTES
fs,FCF18,3,BEAUCOUP DE DIFFICULTES
fs,FCF18,4,NE PEUT PAS DU TOUT ETRE COMPRIS
fs,FCF18,9,NON REPONSE
fs,FCF19,1,PAS DE DIFFICULTE
fs,FCF19,2,QUELQUES DIFFICULTES
fs,FCF19,3,BEAUCOUP DE DIFFICULTES
fs,FCF19,4,NE PEUT PAS DU TOUT APPRENDRE DES CHOSES
fs,FCF19,9,NON REPONSE
fs,FCF20,1,PAS DE DIFFICULTE
fs,FCF20,2,QUELQUES DIFFICULTES
fs,FCF20,3,BEAUCOUP DE DIFFICULTES
fs,FCF20,4,NE PEUT PAS DU TOUT SE RAPPELER
fs,FCF20,9,NON REPONSE
fs,FCF21,1,PAS DE DIFFICULTE
fs,FCF21,2,QUELQUES DIFFICULTES
fs,FCF21,3,BEAUCOUP DE DIFFICULTES
fs,FCF21,4,NE PEUT PAS DU TOUT SE CONCENTRER
fs,FCF21,9,NON REPONSE
fs,FCF22,1,PAS DE DIFFICULTE
fs,FCF22,2,QUELQUES DIFFICULTES
fs,FCF22,3,BEAUCOUP DE DIFFICULTES
fs,FCF22,4,N’ACCEPTE PAS DU TOUT LES CHANGEMENTS
fs,FCF22,9,NON REPONSE
fs,FCF23,1,PAS DE DIFFICULTE
fs,FCF23,2,QUELQUES DIFFICULTES
fs,FCF23,3,BEAUCOUP DE DIFFICULTES
fs,FCF23,4,NE PEUT PAS DU TOUT CONTROLER SON COMPORTEMENT
fs,FCF23,9,NON REPONSE
fs,FCF24,1,PAS DE DIFFICULTE
fs,FCF24,2,QUELQUES DIFFICULTES
fs,FCF24,3,BEAUCOUP DE DIFFICULTES
fs,FCF24,4,NE PEUT PAS DU TOUT SE FAIRE DES AMIS
fs,FCF24,9,NON REPONSE
fs,FCF25,1,TOUS LES JOURS
fs,FCF25,2,UNE FOIS PAR SEMAINE
fs,FCF25,3,UNE FOIS PAR MOIS
fs,FCF25,4,QUELQUES FOIS DANS L’ANNEE
fs,FCF25,5,JAMAIS
fs,FCF25,9,NON REPONSE
fs,FCF26,1,TOUS LES JOURS
fs,FCF26,2,UNE FOIS PAR SEMAINE
fs,FCF26,3,UNE FOIS PAR MOIS
fs,FCF26,4,QUELQUES FOIS DANS L’ANNEE
fs,FCF26,5,JAMAIS
fs,FCF26,9,NON REPONSE
fs,PR3,0,AUCUN
fs,PR3,10,10 LIVRES OU PLUS
fs,PR3,98,NE SAIT PAS
fs,PR3,99,NON REPONSE
fs,PR5,1,OUI
fs,PR5,2,NON
fs,PR5,8,NSP
fs,PR5,9,NON REPONSE
fs,PR6,1,OUI
fs,PR6,2,NON
fs,PR6,8,NSP
fs,PR6,9,NON REPONSE
fs,PR7,1,OUI
fs,PR7,2,NON
fs,PR7,8,NSP
fs,PR7,9,NON REPONSE
fs,PR8,1,OUI
fs,PR8,2,NON
fs,PR8,8,NSP
fs,PR8,9,NON REPONSE
fs,PR9A,1,OUI
fs,PR9A,2,NON
fs,PR9A,8,NSP
fs,PR9A,9,NON REPONSE
fs,PR9B,1,OUI
fs,PR9B,2,NON
fs,PR9B,8,NSP
fs,PR9B,9,NON REPONSE
fs,PR10,1,OUI
fs,PR10,2,NON
fs,PR10,8,NSP
fs,PR10,9,NON REPONSE
fs,PR11A,1,OUI
fs,PR11A,2,NON
fs,PR11A,8,NSP
fs,PR11A,9,NON REPONSE
fs,PR11B,1,OUI
fs,PR11B,2,NON
fs,PR11B,8,NSP
fs,PR11B,9,NON REPONSE
fs,PR12A,1,OUI
fs,PR12A,2,NON
fs,PR12A,8,NSP
fs,PR12A,9,NON REPONSE
fs,PR12B,1,OUI
fs,PR12B,2,NON
fs,PR12B,8,NSP
fs,PR12B,9,NON REPONSE
fs,PR12C,1,OUI
fs,PR12C,2,NON
fs,PR12C,8,NSP
fs,PR12C,9,NON REPONSE
fs,PR12X,1,OUI
fs,PR12X,2,NON
fs,PR12X,8,NSP
fs,PR12X,9,NON REPONSE
fs,PR13,1,OUI
fs,PR13,2,NON
fs,PR13,8,NSP
fs,PR13,9,NON REPONSE
fs,PR15,1,OUI
fs,PR15,2,NON
fs,PR15,8,NSP
fs,PR15,9,NON REPONSE
fs,FL1,1,"OUI, PERMISSION DONNEE"
fs,FL1,2,"NON, PERMISSION PAS DONNEE"
fs,FL2M,99,NON REPONSE
fs,FL3,1,"OUI, PERMISSION DONNEE"
fs,FL3,2,"NON, PERMISSION PAS DONNEE"
fs,FL4A,NA,NON REPONSE
fs,FL4A,NA,Vous n’êtes pas seul avec l’enfant à moins qu’il ne soit visible par un adulte que l’enfant connait
fs,FL4B,NA,NON REPONSE
fs,FL4B,NA,Vous avez engagé une conversation avec l’enfant et établi un rapport en utilisant un brise-glace
fs,FL4C,NA,NON REPONSE
fs,FL4C,NA,"L’enfant est assis confortablement, capable d’utiliser le livre de lecture et de calcul sans difficulté pendant que"
fs,FL6A,1,OUI
fs,FL6A,2,NON
fs,FL6A,9,NON REPONSE
fs,FL6B,1,OUI
fs,FL6B,2,NON
fs,FL6B,9,NON REPONSE
fs,FL7,1,ARABE
fs,FL7,2,FRANCAIS
fs,FL7,6,AUTRE (PRECISE)
fs,FL7,8,NSP
fs,FL7,9,NON REPONSE
fs,FL9,1,ARABE
fs,FL9,2,FRANCAIS
fs,FL9,6,AUTRE (PRECISE)
fs,FL9,8,NSP
fs,FL9,9,NON REPONSE
fs,FL10,1,ARABE
fs,FL10,2,FRANCAIS
fs,FL10,6,AUTRE (PRECISE)
fs,FL10,8,NSP
fs,FL10,9,NON REPONSE
fs,FL13,1,Continuer
fs,FL14,1,OUI
fs,FL14,2,NON
fs,FL14,9,NON REPONSE
fs,FL15,1,MIMI A 5 ANS
fs,FL15,2,AUTRES REPONSES
fs,FL15,3,PAS DE REPONSE APRES 5 SECONDES
fs,FL15,9,NON REPONSE
fs,FL16,1,Continuer
fs,FL17,1,Bobi EST PLUS AGE (QUE SAM)
fs,FL17,2,AUTRES REPONSES
fs,FL17,3,Bobi EST PLUS AGE (QUE SAM)
fs,FL17,7,INCONSISTANT
fs,FL17,9,NON REPONSE
fs,FL18,1,Continuer
fs,FLINTRO,1,Continuer
fs,FL19W1,0,CORRECT
fs,FL19W1,1,INCORRECT
fs,FL19W1,2,NOT REACHED
fs,FL19W2,0,CORRECT
fs,FL19W2,1,INCORRECT
fs,FL19W2,2,NOT REACHED
fs,FL19W3,0,CORRECT
fs,FL19W3,1,INCORRECT
fs,FL19W3,2,NOT REACHED
fs,FL19W4,0,CORRECT
fs,FL19W4,1,INCORRECT
fs,FL19W4,2,NOT REACHED
fs,FL19W5,0,CORRECT
fs,FL19W5,1,INCORRECT
fs,FL19W5,2,NOT REACHED
fs,FL19W6,0,CORRECT
fs,FL19W6,1,INCORRECT
fs,FL19W6,2,NOT REACHED
fs,FL19W7,0,CORRECT
fs,FL19W7,1,INCORRECT
fs,FL19W7,2,NOT REACHED
fs,FL19W8,0,CORRECT
fs,FL19W8,1,INCORRECT
fs,FL19W8,2,NOT REACHED
fs,FL19W9,0,CORRECT
fs,FL19W9,1,INCORRECT
fs,FL19W9,2,NOT REACHED
fs,FL19W10,0,CORRECT
fs,FL19W10,1,INCORRECT
fs,FL19W10,2,NOT REACHED
fs,FL19W11,0,CORRECT
fs,FL19W11,1,INCORRECT
fs,FL19W11,2,NOT REACHED
fs,FL19W12,0,CORRECT
fs,FL19W12,1,INCORRECT
fs,FL19W12,2,NOT REACHED
fs,FL19W13,0,CORRECT
fs,FL19W13,1,INCORRECT
fs,FL19W13,2,NOT REACHED
fs,FL19W14,0,CORRECT
fs,FL19W14,1,INCORRECT
fs,FL19W14,2,NOT REACHED
fs,FL19W15,0,CORRECT
fs,FL19W15,1,INCORRECT
fs,FL19W15,2,NOT REACHED
fs,FL19W16,0,CORRECT
fs,FL19W16,1,INCORRECT
fs,FL19W16,2,NOT REACHED
fs,FL19W17,0,CORRECT
fs,FL19W17,1,INCORRECT
fs,FL19W17,2,NOT REACHED
fs,FL19W18,0,CORRECT
fs,FL19W18,1,INCORRECT
fs,FL19W18,2,NOT REACHED
fs,FL19W19,0,CORRECT
fs,FL19W19,1,INCORRECT
fs,FL19W19,2,NOT REACHED
fs,FL19W20,0,CORRECT
fs,FL19W20,1,INCORRECT
fs,FL19W20,2,NOT REACHED
fs,FL19W21,0,CORRECT
fs,FL19W21,1,INCORRECT
fs,FL19W21,2,NOT REACHED
fs,FL19W22,0,CORRECT
fs,FL19W22,1,INCORRECT
fs,FL19W22,2,NOT REACHED
fs,FL19W23,0,CORRECT
fs,FL19W23,1,INCORRECT
fs,FL19W23,2,NOT REACHED
fs,FL19W24,0,CORRECT
fs,FL19W24,1,INCORRECT
fs,FL19W24,2,NOT REACHED
fs,FL19W25,0,CORRECT
fs,FL19W25,1,INCORRECT
fs,FL19W25,2,NOT REACHED
fs,FL19W26,0,CORRECT
fs,FL19W26,1,INCORRECT
fs,FL19W26,2,NOT REACHED
fs,FL19W27,0,CORRECT
fs,FL19W27,1,INCORRECT
fs,FL19W27,2,NOT REACHED
fs,FL19W28,0,CORRECT
fs,FL19W28,1,INCORRECT
fs,FL19W28,2,NOT REACHED
fs,FL19W29,0,CORRECT
fs,FL19W29,1,INCORRECT
fs,FL19W29,2,NOT REACHED
fs,FL19W30,0,CORRECT
fs,FL19W30,1,INCORRECT
fs,FL19W30,2,NOT REACHED
fs,FL19W31,0,CORRECT
fs,FL19W31,1,INCORRECT
fs,FL19W31,2,NOT REACHED
fs,FL19W32,0,CORRECT
fs,FL19W32,1,INCORRECT
fs,FL19W32,2,NOT REACHED
fs,FL19W33,0,CORRECT
fs,FL19W33,1,INCORRECT
fs,FL19W33,2,NOT REACHED
fs,FL19W34,0,CORRECT
fs,FL19W34,1,INCORRECT
fs,FL19W34,2,NOT REACHED
fs,FL19W35,0,CORRECT
fs,FL19W35,1,INCORRECT
fs,FL19W35,2,NOT REACHED
fs,FL19W36,0,CORRECT
fs,FL19W36,1,INCORRECT
fs,FL19W36,2,NOT REACHED
fs,FL19W37,0,CORRECT
fs,FL19W37,1,INCORRECT
fs,FL19W37,2,NOT REACHED
fs,FL19W38,0,CORRECT
fs,FL19W38,1,INCORRECT
fs,FL19W38,2,NOT REACHED
fs,FL19W39,0,CORRECT
fs,FL19W39,1,INCORRECT
fs,FL19W39,2,NOT REACHED
fs,FL19W40,0,CORRECT
fs,FL19W40,1,INCORRECT
fs,FL19W40,2,NOT REACHED
fs,FL19W41,0,CORRECT
fs,FL19W41,1,INCORRECT
fs,FL19W41,2,NOT REACHED
fs,FL19W42,0,CORRECT
fs,FL19W42,1,INCORRECT
fs,FL19W42,2,NOT REACHED
fs,FL19W43,0,CORRECT
fs,FL19W43,1,INCORRECT
fs,FL19W43,2,NOT REACHED
fs,FL19W44,0,CORRECT
fs,FL19W44,1,INCORRECT
fs,FL19W44,2,NOT REACHED
fs,FL19W45,0,CORRECT
fs,FL19W45,1,INCORRECT
fs,FL19W45,2,NOT REACHED
fs,FL19W46,0,CORRECT
fs,FL19W46,1,INCORRECT
fs,FL19W46,2,NOT REACHED
fs,FL19W47,0,CORRECT
fs,FL19W47,1,INCORRECT
fs,FL19W47,2,NOT REACHED
fs,FL19W48,0,CORRECT
fs,FL19W48,1,INCORRECT
fs,FL19W48,2,NOT REACHED
fs,FL19W49,0,CORRECT
fs,FL19W49,1,INCORRECT
fs,FL19W49,2,NOT REACHED
fs,FL19W50,0,CORRECT
fs,FL19W50,1,INCORRECT
fs,FL19W50,2,NOT REACHED
fs,FL19W51,0,CORRECT
fs,FL19W51,1,INCORRECT
fs,FL19W51,2,NOT REACHED
fs,FL19W52,0,CORRECT
fs,FL19W52,1,INCORRECT
fs,FL19W52,2,NOT REACHED
fs,FL19W53,0,CORRECT
fs,FL19W53,1,INCORRECT
fs,FL19W53,2,NOT REACHED
fs,FL19W54,0,CORRECT
fs,FL19W54,1,INCORRECT
fs,FL19W54,2,NOT REACHED
fs,FL19W55,0,CORRECT
fs,FL19W55,1,INCORRECT
fs,FL19W55,2,NOT REACHED
fs,FL19W56,0,CORRECT
fs,FL19W56,1,INCORRECT
fs,FL19W56,2,NOT REACHED
fs,FL19W57,0,CORRECT
fs,FL19W57,1,INCORRECT
fs,FL19W57,2,NOT REACHED
fs,FL19W58,0,CORRECT
fs,FL19W58,1,INCORRECT
fs,FL19W58,2,NOT REACHED
fs,FL19W59,0,CORRECT
fs,FL19W59,1,INCORRECT
fs,FL19W59,2,NOT REACHED
fs,FL19W60,0,CORRECT
fs,FL19W60,1,INCORRECT
fs,FL19W60,2,NOT REACHED
fs,FL19W61,0,CORRECT
fs,FL19W61,1,INCORRECT
fs,FL19W61,2,NOT REACHED
fs,FL19W62,0,CORRECT
fs,FL19W62,1,INCORRECT
fs,FL19W62,2,NOT REACHED
fs,FL19W63,0,CORRECT
fs,FL19W63,1,INCORRECT
fs,FL19W63,2,NOT REACHED
fs,FL19W64,0,CORRECT
fs,FL19W64,1,INCORRECT
fs,FL19W64,2,NOT REACHED
fs,FL19W65,0,CORRECT
fs,FL19W65,1,INCORRECT
fs,FL19W65,2,NOT REACHED
fs,FL19W66,0,CORRECT
fs,FL19W66,1,INCORRECT
fs,FL19W66,2,NOT REACHED
fs,FL19W67,0,CORRECT
fs,FL19W67,1,INCORRECT
fs,FL19W67,2,NOT REACHED
fs,FL19W68,0,CORRECT
fs,FL19W68,1,INCORRECT
fs,FL19W68,2,NOT REACHED
fs,FL19W69,0,CORRECT
fs,FL19W69,1,INCORRECT
fs,FL19W69,2,NOT REACHED
fs,FL19W70,0,CORRECT
fs,FL19W70,1,INCORRECT
fs,FL19W70,2,NOT REACHED
fs,FL19W71,0,CORRECT
fs,FL19W71,1,INCORRECT
fs,FL19W71,2,NOT REACHED
fs,FL19W72,0,CORRECT
fs,FL19W72,1,INCORRECT
fs,FL19W72,2,NOT REACHED
fs,FL20A,99,NON RESPONSE
fs,FL20B,99,NON REPONSE
fs,FL21,1,L’ENFANT A LU AU MOINS UN MOT CORRECTEMENT
fs,FL21,2,L’ENFANT N’A LU AUCUN MOT CORRECTEMENT
fs,FL21,3,L’ENFANT N’A PAS ESSAYE DE LIRE L’HISTOIRE
fs,FL21,9,NON REPONSE
fs,FL22A,1,CORRECT ((MADANI EST EN DEUXIEME CLASSE)
fs,FL22A,2,INCORRECT
fs,FL22A,3,NON REPONSE / DIT ‘JE NE SAIS PAS’
fs,FL22A,9,NON REPONSE
fs,FL22B,1,CORRECT (IL A VU DES FLEURS)
fs,FL22B,2,INCORRECT
fs,FL22B,3,NON REPONSE / DIT ‘JE NE SAIS PAS’
fs,FL22B,9,NON REPONSE
fs,FL22C,1,CORRECT (PARCE QU’IL EST TOMBE)
fs,FL22C,2,INCORRECT
fs,FL22C,3,NON REPONSE / DIT ‘JE NE SAIS PAS’
fs,FL22C,9,NON REPONSE
fs,FL22D,1,CORRECT (MADANI EST TOMBE PAR TERRE A COTE D’UN BANANIER / MADANI EST TOMBE PAR TERRE PRES DE LA FERME)
fs,FL22D,2,INCORRECT
fs,FL22D,3,NON REPONSE / DIT ‘JE NE SAIS PAS’
fs,FL22D,9,NON REPONSE
fs,FL22E,1,CORRECT (PARCE QUE LE FERMIER LUI A DONNE PLEIN DE FLEURS / PARCE QU’IL       A EU DES FLEURS POUR SA MERE)
fs,FL22E,2,INCORRECT
fs,FL22E,3,NON REPONSE / DIT ‘JE NE SAIS PAS’
fs,FL22E,9,NON REPONSE
fs,FL23A,1,CORRECT 9
fs,FL23A,2,INCORRECT
fs,FL23A,3,PAS ESSAYE
fs,FL23B,1,CORRECT 12
fs,FL23B,2,INCORRECT
fs,FL23B,3,PAS ESSAYE
fs,FL23C,1,CORRECT  30
fs,FL23C,2,INCORRECT
fs,FL23C,3,PAS ESSAYE
fs,FL23D,1,CORRECT 48
fs,FL23D,2,INCORRECT
fs,FL23D,3,PAS ESSAYE
fs,FL23E,1,CORRECT    74
fs,FL23E,2,INCORRECT
fs,FL23E,3,PAS ESSAYE
fs,FL23F,1,CORRECT   231
fs,FL23F,2,INCORRECT
fs,FL23F,3,PAS ESSAYE
fs,FL24A,1,Child correctly identifies number 7
fs,FL24A,2,Child didnt identify correct number
fs,FL24A,3,No attempt
fs,FL24A,7,Inconsistent
fs,FL24B,1,Child correctly identifies number 24
fs,FL24B,2,Child didnt identify correct number
fs,FL24B,3,No attempt
fs,FL24B,7,Inconsistent
fs,FL24C,1,Child correctly identifies number 58
fs,FL24C,2,Child didnt identify correct number
fs,FL24C,3,No attempt
fs,FL24C,7,Inconsistent
fs,FL24D,1,Child correctly identifies number 67
fs,FL24D,2,Child didnt identify correct number
fs,FL24D,3,No attempt
fs,FL24D,7,Inconsistent
fs,FL24E,1,Child correctly identifies number 154
fs,FL24E,2,Child didnt identify correct number
fs,FL24E,3,No attempt
fs,FL24E,7,Inconsistent
fs,FL25A,1,Child adds numbers correctly
fs,FL25A,2,Child didnt add numbers correctly
fs,FL25A,3,No attempt
fs,FL25A,7,Inconsistent
fs,FL25B,1,Child adds numbers correctly
fs,FL25B,2,Child didnt add numbers correctly
fs,FL25B,3,No attempt
fs,FL25B,7,Inconsistent
fs,FL25C,1,Child adds numbers correctly
fs,FL25C,2,Child didnt add numbers correctly
fs,FL25C,3,No attempt
fs,FL25C,7,Inconsistent
fs,FL25D,1,Child adds numbers correctly
fs,FL25D,2,Child didnt add numbers correctly
fs,FL25D,3,No attempt
fs,FL25D,7,Inconsistent
fs,FL25E,1,Child adds numbers correctly
fs,FL25E,2,Child didnt add numbers correctly
fs,FL25E,3,No attempt
fs,FL25E,7,Inconsistent
fs,FL27A,1,Child identifies next number correctly
fs,FL27A,2,Child didnt identify next number correctly
fs,FL27A,3,No attempt
fs,FL27A,7,Inconsistent
fs,FL27B,1,Child identifies next number correctly
fs,FL27B,2,Child didnt identify next number correctly
fs,FL27B,3,No attempt
fs,FL27B,7,Inconsistent
fs,FL27C,1,Child identifies next number correctly
fs,FL27C,2,Child didnt identify next number correctly
fs,FL27C,3,No attempt
fs,FL27C,7,Inconsistent
fs,FL27D,1,Child identifies next number correctly
fs,FL27D,2,Child didnt identify next number correctly
fs,FL27D,3,No attempt
fs,FL27D,7,Inconsistent
fs,FL27E,1,Child identifies next number correctly
fs,FL27E,2,Child didnt identify next number correctly
fs,FL27E,3,No attempt
fs,FL27E,7,Inconsistent
fs,FL26,1,Continuer
fs,FL28,1,COMPLET
fs,FL28,2,PAS A LA MAISON
fs,FL28,3,MERE/GARDIEN A REFUSE
fs,FL28,4,ENFANT A REFUSE
fs,FL28,5,PARTIELLEMENT REMPLI
fs,FL28,6,EN INCAPACITE
fs,FL28,96,AUTRE
fs,FMT4,1,OUI
fs,FMT4,2,NON
fs,FMT4,9,NON REPONSE
fs,FMT5,0,PAS DU TOUT
fs,FMT5,1,MOINS D’UNE FOIS PAR SEMAINE
fs,FMT5,2,MOINS UNE FOIS PAR SEMAINE
fs,FMT5,3,PRESQUE TOUS LES JOURS
fs,FMT5,9,NON REPONSE
fs,HH6,1,URBAIN
fs,HH6,2,RURAL
fs,HH7,1,DISTRICT TUNIS
fs,HH7,2,NORD EST
fs,HH7,3,NORD OUEST
fs,HH7,4,CENTRE EST
fs,HH7,5,CENTRE OUEST
fs,HH7,6,SUD EST
fs,HH7,7,SUD OUEST
fs,HL4,1,MASCULIN
fs,HL4,2,FEMININ
fs,FSAGE,1,5-9
fs,FSAGE,2,10-14
fs,FSAGE,3,15-17
fs,windex5,1,Le plus pauvre
fs,windex5,2,Second
fs,windex5,3,Moyen
fs,windex5,4,Quatrieme
fs,windex5,5,Le plus riche
fs,windex10,1,1st decile
fs,windex10,2,2nd decile
fs,windex10,3,3rd decile
fs,windex10,4,4th decile
fs,windex10,5,5th decile
fs,windex10,6,6th decile
fs,windex10,7,7th decile
fs,windex10,8,8th decile
fs,windex10,9,9th decile
fs,windex10,10,10th decile
fs,windex5u,1,Le plus pauvre
fs,windex5u,2,Second
fs,windex5u,3,Moyen
fs,windex5u,4,Quatrieme
fs,windex5u,5,Le plus riche
fs,windex10u,1,1st decile
fs,windex10u,2,2nd decile
fs,windex10u,3,3rd decile
fs,windex10u,4,4th decile
fs,windex10u,5,5th decile
fs,windex10u,6,6th decile
fs,windex10u,7,7th decile
fs,windex10u,8,8th decile
fs,windex10u,9,9th decile
fs,windex10u,10,10th decile
fs,windex5r,1,Le plus pauvre
fs,windex5r,2,Second
fs,windex5r,3,Moyen
fs,windex5r,4,Quatrieme
fs,windex5r,5,Le plus riche
fs,windex10r,1,1st decile
fs,windex10r,2,2nd decile
fs,windex10r,3,3rd decile
fs,windex10r,4,4th decile
fs,windex10r,5,5th decile
fs,windex10r,6,6th decile
fs,windex10r,7,7th decile
fs,windex10r,8,8th decile
fs,windex10r,9,9th decile
fs,windex10r,10,10th decile
fs,melevel,0,Pre-primary ou Aucun
fs,melevel,1,Primaire
fs,melevel,2,Secondaire
fs,melevel,3,Supérieur
fs,melevel,9,Missing/DK
fs,fselevel,0,Pre-primary ou Aucun
fs,fselevel,1,Primaire
fs,fselevel,2,Secondaire
fs,fselevel,3,Supérieur
fs,fselevel,9,Missing/DK
fs,schage,995,Child  born after beginning of school year
fs,schage,998,DK/Missing
fs,fsinsurance,1,With insurance
fs,fsinsurance,2,Without insurance
fs,fsinsurance,9,Missing/DK
fs,fsdisability,1,Has functional difficulty
fs,fsdisability,2,Has no functional difficulty
fs,caretakerdis,1,Has functional difficulty
fs,caretakerdis,2,Has no functional difficulty
fs,caretakerdis,9,No information
hh,HH5Y,2023,2023
hh,HH6,1,URBAIN
hh,HH6,2,RURAL
hh,HH7,1,DISTRICT TUNIS
hh,HH7,2,NORD EST
hh,HH7,3,NORD OUEST
hh,HH7,4,CENTRE EST
hh,HH7,5,CENTRE OUEST
hh,HH7,6,SUD EST
hh,HH7,7,SUD OUEST
hh,HH8,1,OUI
hh,HH8,2,NON
hh,HH9,1,OUI
hh,HH9,2,NON
hh,HH10,1,OUI
hh,HH10,2,NON
hh,HH12,1,"OUI, PERMISSION DONNEE"
hh,HH12,2,"NON, PERMISSION PAS DONNEE"
hh,HH46,1,COMPLETE
hh,HH46,2,PAS DE MEMBRE DU MENAGE A LA MAISON OU PAS DE REPONDANT DU MENAGE COMPETENT A LA MAISON AU MOMENT DE LA VISITE
hh,HH46,3,MENAGE ENTIER ABSENT POUR UNE LONGUE PERIODE DE TEMPS
hh,HH46,4,REFUS
hh,HH46,5,LOGEMENT VIDE OU ADRESSE N’EST PAS CELLE D’UN LOGEMENT
hh,HH46,6,LOGEMENT DETRUIT
hh,HH46,7,LOGEMENT PAS TROUVE
hh,HH46,96,AUTRE
hh,HH14,1,ARABE
hh,HH14,2,FRANÇAIS
hh,HH15,1,ARABE
hh,HH15,2,FRANÇAIS
hh,HH15,6,AUTRE LANGUE
hh,HH16,1,ARABE
